question	sentence	index	times
"""Who did Allmusic refer to as """"one of the most successful pop and adult contemporary singers of the '80s and beyond""""?"""	Mainstream AC itself has evolved in a similar fashion over the years; traditional AC artists like Barbra Streisand, the Carpenters, Dionne Warwick, Barry Manilow, John Denver, and Olivia Newton-John found it harder to have major Top 40 hits as the 1980s wore on, and due to the influence of MTV, artists who were staples of the Contemporary Hit Radio format, such as Richard Marx, Michael Jackson, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan began crossing over to the AC charts with greater frequency.	entailment	1
What is Neptune's atmosphere primarily composed of?	"""However, its interior, like that of Uranus, is primarily composed of ices and rock, and hence Uranus and Neptune are normally considered """"ice giants"""" to emphasise this distinction."""	not_entailment	1
How many nominations has American Idol received for Outstanding Reality Competition Program?	For A Variety, Music Or Comedy Series in 2009, and the show won a Creative Arts Emmys each in 2007 and 2008, three in 2009, and two in 2011, as well as a Governor's Award in 2007 for its Idol Gives Back edition.	entailment	1
What is the Tokugawa period also known as?	None, however, proved compelling enough to seriously challenge the established order until the arrival of foreign powers.	not_entailment	1
How was the Antarctic Peninsula formed?	The Antarctic Peninsula was formed by uplift and metamorphism of sea bed sediments during the late Paleozoic and the early Mesozoic eras.	entailment	1
by 1647 how many factories did the company have?	By 1647, the company had 23 factories, each under the command of a factor or master merchant and governor if so chosen, and 90 employees in India.	entailment	1
What century in France's history included the French École polytechnique that influenced education systems in other countries?	Higher education systems, that are influenced by the French education system set at the end of the 18th century, use a terminology derived by reference to the French École polytechnique.	entailment	1
What was the response to the idea of identifying people as biracial or multiracial?	In the 1980s, parents of mixed-race children began to organize and lobby for the addition of a more inclusive term of racial designation that would reflect the heritage of their children.	not_entailment	1
Why does Friedrinch Netzsche believe human rights exist?	In his Genealogy of Morals, he argues that human rights exist as a means for the weak to collectively constrain the strong.	entailment	1
Schwarzenegger's role in Stay Hungry led to a Golden Globe win in what category?	Schwarzenegger wanted to move from bodybuilding into acting, finally achieving it when he was chosen to play the role of Hercules in 1970's Hercules in New York.	not_entailment	1
What motivation is opportunity-based entrepreneurship driven by?	However, most of it is often based on necessity rather than opportunity.	not_entailment	1
What do ctenophores have that no other animals have?	Ctenophores form an animal phylum that is more complex than sponges, about as complex as cnidarians (jellyfish, sea anemones, etc.), and less complex than bilaterians (which include almost all other animals).	not_entailment	1
What is the biggest ABC subchannel affiliate by the size of markets?	The E. W. Scripps Company is the largest operator of ABC stations in terms of overall market reach, owning 15 ABC-affiliated stations (including affiliates in larger markets such as Cleveland, Phoenix, Detroit and Denver), and through its ownership of Phoenix affiliate KNXV, Las Vegas affiliate KTNV-TV and Tucson affiliate KGUN-TV, the only provider of ABC programming for the majority of Arizona (outside of the Yuma-El Centro market) and Southern Nevada.	not_entailment	1
What is another name for the Yosemite Freeway?	State Route 41	entailment	1
What country was under the control of Norman barons?	These Normans began a long period of slow conquest during which almost all of Wales was at some point subject to Norman interference.	entailment	1
What is another term for shortening the admission event?	"""However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""""kick back"""").[citation needed]"""	not_entailment	1
What responsibilities were pharmacy technicians formerly limited to?	Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients.	entailment	1
Where does southern California's megalopolis standard in terms of population nationwide?	It is the third most populated megalopolis in the United States, after the Great Lakes Megalopolis and the Northeastern megalopolis.	entailment	1
In what city is WBT-FM located?	In North Carolina, WBT (1110 AM) will carry the game, with Mick Mixon on play-by-play and Eugene Robinson and Jim Szoke on color commentary.	not_entailment	1
What lead to the UK to subscribe to the agreement on Social Policy?	The UK subsequently adopted the main legislation previously agreed under the Agreement on Social Policy, the 1994 Works Council Directive, which required workforce consultation in businesses, and the 1996 Parental Leave Directive.	not_entailment	1
By justification certain racial and geographical theories, Europe thought of itself as what?	Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance.	not_entailment	1
What are presented to parliament in addition to the bill itself?	Stage 1 is the first, or introductory stage of the bill, where the minister or member in charge of the bill will formally introduce it to Parliament together with its accompanying documents –	entailment	1
What did Herr Gott, dich loben wir become known as ?	"""He paraphrased the Te Deum as """"Herr Gott, dich loben wir"""" with a simplified form of the melody."""	not_entailment	1
What was the Brazilian French colony called?	A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique.	entailment	1
What kind of water body is rumored to be obscuring Genghis Khan's burial site?	Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun).	entailment	1
What is the animal that the Rhine's islands are named after?	"""In the local Alemannic dialect, the singular is pronounced """"Isel"""" and this is also the local pronunciation of Esel (""""Donkey"""")."""	entailment	1
What production did the agricultural policy favor over industrial and cash crops?	Mao’s self-reliance policy and the reduction in maritime trade cut off the lifelines of the port cities of Ningbo and Wenzhou.	not_entailment	1
Where did France win a war in the 1950's	France fought and lost a bitter war in Vietnam in the 1950s.	not_entailment	1
"""What provided for the creation of new orders known as """"provisional elder?"""""""	At the 1996 General Conference the ordination order of transitional deacon was abolished.	entailment	1
What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?	However, attempting to reconcile electromagnetic theory with two observations, the photoelectric effect, and the nonexistence of the ultraviolet catastrophe, proved troublesome.	not_entailment	1
What has successfully dealt with ozone depletion?	The IPCC process on climate change and its efficiency and success has been compared with dealings with other environmental challenges (compare Ozone depletion and global warming).	not_entailment	1
What kind of bureaucracy did the Normans institute?	Institutionally, the Normans combined the administrative machinery of the Byzantines, Arabs, and Lombards with their own conceptions of feudal law and order to forge a unique government.	not_entailment	1
Who was responsible for the preliminary archaeological research at Ologesailie and Hyrax Hill?	Later work at the former site was undertaken by Glynn Isaac.	not_entailment	1
In what country can most of the Amazon rainforest be found?	Forêt amazonienne; Dutch: Amazoneregenwoud), also known in English as Amazonia or the Amazon Jungle, is a moist broadleaf forest that covers most of the Amazon basin of South America.	not_entailment	1
What factor may make a teacher's role vary?	Teachers may provide instruction in literacy and numeracy, craftsmanship or vocational training, the arts, religion, civics, community roles, or life skills.	not_entailment	1
Which country does the Rhine encounter it's main tributaries?	It is here that the Rhine encounters some more of its main tributaries, such as the Neckar, the Main and, later, the Moselle, which contributes an average discharge of more than 300 m3/s (11,000 cu ft/s).	not_entailment	1
In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models?	Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power.	entailment	1
How much resources were French placing in North America?	William Pitt came to power and significantly increased British military resources in the colonies at a time when France was unwilling to risk large convoys to aid the limited forces it had in New France.	entailment	1
When a commission reached no decision, what happened?	Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides.	entailment	1
What trend increases the organic composition of capital over the long term?	In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits.	entailment	1
In what year did the Master reincarnate into a female body?	"""As of the 2014 episode """"Dark Water,"""" it was revealed that the Master had become a female incarnation or """"Time Lady,"""" going by the name of """"Missy"""" (short for Mistress, the feminine equivalent of """"Master"""")."""	entailment	1
Why was ABC forced to sell its interests in international networks in the 70s?	As a result, ABC was forced to sell all of its interests in international networks, mainly in Japan and Latin America, in the 1970s.	not_entailment	1
What has the United Nations designed ISIL?	"""The United Nations has held ISIL responsible for human rights abuses and war crimes, and Amnesty International has reported ethnic cleansing by the group on a """"historic scale""""."""	not_entailment	1
What does ctenophore use to capture prey?	Ctenophores are distinguished from all other animals by having colloblasts, which are sticky and adhere to prey, although a few ctenophore species lack them.	entailment	1
What are the secondary sources of primary law?	The three sources of European Union law are primary law, secondary law and supplementary law.	not_entailment	1
The US abolished slavery without giving what to slave owners?	The United States abolished slavery without compensation to slaveholders or reparations to freedmen.	entailment	1
Why do some countries display numbers in chunks of two to four numbers?	This may be reflected in some countries in the tendency to display telephone numbers as several chunks of two to four numbers.	not_entailment	1
How far was the relay route in kilometers in the Middle East?	The relay covered 20 km.	entailment	1
do domestic and wild geese have the same apperearance ?	Domestic geese are much larger than their wild counterparts and tend to have thick necks, an upright posture, and large bodies with broad rear ends.	entailment	1
At which college did Feyman turn down a job?	His work during this period, which used equations of rotation to express various spinning speeds, proved important to his Nobel Prize–winning work, yet because he felt burned out and had turned his attention to less immediately practical problems, he was surprised by the offers of professorships from other renowned universities.	not_entailment	1
What was Kerry's paternal grandfather's career?	"""Kerry's paternal grandparents, shoe businessman Frederick A. """"Fred"""" Kerry and musician Ida Lowe, were immigrants from the Austro-Hungarian Empire."""	entailment	1
What precious metals and minerals have yet to be utilized in the Republic of the Congo?	The Republic of the Congo also has large untapped base metal, gold, iron and phosphate deposits.	entailment	1
What tribes inhibited the area that now constitutes Himachal Pradesh?	Tribes such as the Koilis, Halis, Dagis, Dhaugris, Dasa, Khasas, Kinnars, and Kirats inhabited the region from the prehistoric era.	entailment	1
What university did Peterson attend?	His birthday on March 14 is celebrated in Estonia as the Mother Tongue Day.	not_entailment	1
What is a current LZ based coding scheme that does well?	For most LZ methods, this table is generated dynamically from earlier data in the input.	not_entailment	1
How many people did Carlton have per km2 between 2012 and 2013?	According to the Australian Bureau of Statistics as of June 2013, inner city Melbourne had the highest population density with 12,400 people per km2.	not_entailment	1
Before which military campaign did Chagatai publicly dispute Jochi's paternity?	In The Secret History of the Mongols, just before the invasion of the Khwarezmid Empire by Genghis Khan, Chagatai declared before his father and brothers that he would never accept Jochi as Genghis Khan's successor.	entailment	1
In what year did Tesla graduate from the Higher Real Gymnasium?	In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32	not_entailment	1
The earliest items in the jewelry collection come from which ancient civilization?	Major bequests include Reverend Chauncy Hare Townshend's collection of 154 gems bequeathed in 1869, Lady Cory's 1951 gift of major diamond jewellery from the 18th and 19th centuries, and jewellery scholar Dame Joan Evans' 1977 gift of more than 800 jewels dating from the Middle Ages to the early 19th century.	not_entailment	1
Inequality in the presence of credit market imperfections has what kind of effect on human capital formation?	He showed that, in accordance with the credit market imperfection approach, inequality is associated with lower level of human capital formation (education, experience, and apprenticeship) and higher level of fertility, and thereby lower levels of growth.	not_entailment	1
In what part of the United States did many students migrate to Christian academies during the desegregation period?	"""In many parts of the United States, after the 1954 decision in the landmark court case Brown v. Board of Education of Topeka that demanded United States schools desegregate """"with all deliberate speed"""", local families organized a wave of private """"Christian academies""""."""	not_entailment	1
Who handled pre-game coverage on Westwood One?	Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.	not_entailment	1
How far from state house in downtown Boston is Harvard Yard?	west-northwest of the State House in downtown Boston, and extends into the surrounding Harvard Square neighborhood.	not_entailment	1
What has been characterized as Arminian theology with an emphasis on the work of the Holy Spirit?	Wesleyan theology stands at a unique cross-roads between evangelical and sacramental, between liturgical and charismatic, and between Anglo-Catholic and Reformed theology and practice.	entailment	1
How do socialists think the means of production should be owned?	Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock.	not_entailment	1
what is Internet2	In October, 2007, Internet2 officially retired Abilene and now refers to its new, higher capacity network as the Internet2 Network.	not_entailment	1
In a type III secretion system, proteins are transported to the host cell in order to do what?	Alternatively, using a type III secretion system, they may insert a hollow tube into the host cell, providing a direct route for proteins to move from the pathogen to the host.	not_entailment	1
Of what form are Sophie Germain primes?	Prime numbers of this form are known as factorial primes.	not_entailment	1
What is the gender income inequality in Bahrain?	The income gap in other countries ranges from 53% in Botswana to -40% in Bahrain.	entailment	1
What dilemma is a good example of moral civil disobedience?	"""The Fully Informed Jury Association's publication """"A Primer for Prospective Jurors"""" notes, """"Think of the dilemma faced by German citizens when Hitler's secret police demanded to know if they were hiding a Jew in their house."""""""	entailment	1
What did Tymnet connect	Tymnet was also connected to dozens of other public networks in the U.S. and internationally via X.25/X.75 gateways.	not_entailment	1
Who besides the british colonized Africa?	"""He states that maps """"contributed to empire by promoting, assisting, and legitimizing the extension of French and British power into West Africa""""."""	entailment	1
What is the most important item for civil disobedience to follow through?	The key point is that the spirit of protest should be maintained all the way, whether it is done by remaining in jail, or by evading it.	entailment	1
Which sized cars were the least demanded cars in the crisis?	The crisis reduced the demand for large cars.	entailment	1
Where does the hunter-gathering lifestyle persist, though in decline?	Hunter-gathering lifestyles remained prevalent in some parts of the New World, Sub-Saharan Africa, and Siberia, as well as all of Australia, until the European Age of Discovery.	not_entailment	1
Louis' Lunch is popular for serving what?	A second New Haven gastronomical claim to fame is Louis' Lunch, which is located in a small brick building on Crown Street and has been serving fast food since 1895.	not_entailment	1
How are people evaluated in Brazil?	In Brazil, people are classified by appearance, not heredity.	not_entailment	1
Ultimately what started the Social War?	The third and final uprising was the most serious, involving ultimately between 120,000 and 150,000 slaves under the command of the gladiator Spartacus.	not_entailment	1
What does the first truth cover?	"""Dukkha is commonly translated as """"suffering"""", """"anxiety"""", """"unsatisfactoriness"""", """"unease"""", etc., and it is said to have the following three aspects:"""	entailment	1
Zhongshan Road and Hanzhong cross each other in what area of Nanjing?	The two artery roads in Nanjing are Zhongshan Road and Hanzhong.	not_entailment	1
Where is the main base for the Tajikistan air force?	The Government of India rebuilt the Ayni Air Base, a military airport located 15 km southwest of Dushanbe, at a cost of $70 million, completing the repairs in September 2010.	entailment	1
For which film from 1982 did Schwarzenegger first gain fame?	In 1984, he appeared in James Cameron's science-fiction thriller film The Terminator, which was a massive critical and box-office success.	not_entailment	1
When was KU's engineering school established?	The School of Engineering was officially founded in 1891, although engineering degrees were awarded as early as 1873.	entailment	1
How are the electrical contents of a USB connector protected?	The electrical contacts in a USB connector are protected by an adjacent plastic tongue, and the entire connecting assembly is usually protected by an enclosing metal sheath.	entailment	1
When did the religions of the past begin to dissipate ?	However, Greece itself had a tendency to cling to paganism and was not one of the influential centers of early Christianity: in fact, some ancient Greek religious practices remained in vogue until the end of the 4th century, with some areas such as the southeastern Peloponnese remaining pagan until well into the 10th century AD.	not_entailment	1
Who was the man William IV wanted Victoria to wed instead?	Leopold arranged for Victoria's mother to invite her Coburg relatives to visit her in May 1836, with the purpose of introducing Victoria to Albert.	not_entailment	1
Near what city were concave spectacles invented?	Concave spectacles were invented around 1286 by an unknown Italian artisan, probably working in or near Pisa.	entailment	1
The USSR launched their first space station on what date?	During 1969 and 1970, they launched six more Soyuz flights after Soyuz 3, then launched the first space station, the Salyut 1 laboratory designed by Kerim Kerimov, on April 19, 1971.	entailment	1
For what did Forbes rank Seattle the most expensive?	In 2013, however, the magazine ranked Seattle No. 9 on its list of the Best Places for Business and Careers.	not_entailment	1
What precision did the FBI believe they could reach with chemical signatures?	It analyzed the bullets with the goal of matching them chemically, not only to a single batch of ammunition coming out of a factory, but also to a single box of bullets.	entailment	1
What type of material is used to make CDs?	Small granules of heated raw polycarbonate plastic are fed into the press.	entailment	1
What was Schleiden's profession?	"""Botany was greatly stimulated by the appearance of the first """"modern"""" text book, Matthias Schleiden's Grundzüge der Wissenschaftlichen Botanik, published in English in 1849 as Principles of Scientific Botany."""	not_entailment	1
What was the nickname given to the Dutch Admiral in charge of the East Indies?	At the outbreak of the war in the Pacific the Dutch Admiral in charge of the naval defense of the East Indies, Conrad Helfrich, gave instructions to wage war aggressively.	not_entailment	1
What is the name of a bacteria inside of tree roots?	Endosymbiosis is any symbiotic relationship in which one symbiont lives within the tissues of the other, either within the cells or extracellularly.	not_entailment	1
When did republicanism and the capability approach arise?	A pair of overlapping political perspectives arising toward the end of the 20th century are republicanism (or neo- or civic-republicanism) and the capability approach.	entailment	1
During what historical epoch did Britons begin drinking ale?	The inhabitants of the British Isles have been drinking ale since the Bronze Age, but it was with the arrival of the Roman Empire in its shores in the 1st Century, and the construction of the Roman road networks that the first inns, called tabernae, in which travellers could obtain refreshment began to appear.	entailment	1
What protected the abbey?	Oliver Cromwell was given an elaborate funeral there in 1658, only to be disinterred in January 1661 and posthumously hanged from a gibbet at Tyburn.	not_entailment	1
"""What word literally means """"warding off evil?"""""""	"""To the Romans, he was known in this capacity as Averruncus (/ˌævəˈrʌŋkəs/ AV-ər-RUNG-kəs; from Latin āverruncare, """"to avert"""")."""	not_entailment	1
Name three painters?	Calligraphy and painting remained a central interest to both court painters and scholar-gentry who considered the Four Arts part of their cultural identity and social standing.	not_entailment	1
What religion was George Berkeley?	A generation later, the Irish Anglican bishop, George Berkeley (1685–1753), determined that Locke's view immediately opened a door that would lead to eventual atheism.	entailment	1
What is the English translation of Galeb?	While Tito was the person who held the office of president for by far the longest period, the associated property was not private and much of it continues to be in use by Yugoslav successor states, as public property, or maintained at the disposal of high-ranking officials.	not_entailment	1
What was canceled for this year of Idol?	Idol Gives Back was canceled for this season due to the global recession at the time.	entailment	1
Which phytochrome found in seedlings deteriorates with light and growth?	One phytochrome, phyA, is the main phytochrome in seedlings grown in the dark but rapidly degrades in light to produce Cry1.	entailment	1
Where does the typical safari hunter hang his hat at night?	In Tanzania, it is estimated that a safari hunter spends fifty to one hundred times that of the average ecotourist.	not_entailment	1
How old was John XXIII upon his death?	John XXIII died of peritonitis caused by a perforated stomach at 19:49 local time on 3 June 1963 at the age of 81, ending a historic pontificate of four years and seven months.	entailment	1
Where were Augustus Chapman Allen and John Kirby Allen from?	The Allen brothers decided to name the city after Sam Houston, the popular general at the Battle of San Jacinto, who was elected President of Texas in September 1836.	not_entailment	1
What gene makes grapes purple?	"""White"""" grapes are actually green in color, and are evolutionarily derived from the purple grape."""	not_entailment	1
In what year was the office for information for prisoners and refugees founded?	Montini was several times openly attacked by Benito Mussolini's government as a politician, and meddling in politics, but each time he found powerful defenses by the Vatican.	not_entailment	1
What percentage of Dell notebooks are assembled in their asian plants?	These facilities serve the Asian market and assemble 95% of Dell notebooks.	entailment	1
How does Florida vote in presidential elections	Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party.	not_entailment	1
In what year did William IV adopt a purity law pertaining to beer?	In 1516, William IV, Duke of Bavaria, adopted the Reinheitsgebot (purity law), perhaps the oldest food-quality regulation still in use in the 21st century, according to which the only allowed ingredients of beer are water, hops and barley-malt.	entailment	1
Which notable New Haven resident inventor, credited with the cotton gin, is buried in Grove Street Cemetery?	Grove Street Cemetery, a National Historic Landmark which lies adjacent to Yale's campus, contains the graves of Roger Sherman, Eli Whitney, Noah Webster, Josiah Willard Gibbs, Charles Goodyear and Walter Camp, among other notable burials.	entailment	1
In what Italian city were Kim Kardashian and Kanye West wed?	In May 2014, West and Kardashian were married in a private ceremony in Florence, Italy, with a variety of artists and celebrities in attendance.	entailment	1
After the limitations placed on critical habitat were lifted by the courts, where were critical habitats established primarily?	As a result, few critical habitats were designated between 1986 and the late 1990s.	not_entailment	1
What park is located in the previous river bed?	The old riverbed is now a verdant sunken park called the 'Garden of the Turia' (Jardí del Túria or Jardín del Turia) that allows cyclists and pedestrians to traverse much of the city without the use of roads; overhead bridges carry motor traffic across the park.	entailment	1
Who considered this topic in the 17th century?	His experiments support an angled suspension, and a two-beamed cross, and perhaps some form of foot support, given that in an Aufbinden form of suspension from a straight stake (as used by the Nazis in the Dachau concentration camp during World War II), death comes rather quickly.	not_entailment	1
in 1791 Jews were granted what by the French?	Official tolerance grew during the French Revolution, with full emancipation in 1791.	entailment	1
Who did Bradley sell salt water taffy to for the first time?	Bradley's mother was in the back of the store when the sale was made, and loved the name, and so salt water taffy was born.	not_entailment	1
By improving what processes does the use of circadian rhythms serve to benefit the individual?	However, rhythmicity appears to be as important in regulating and coordinating internal metabolic processes, as in coordinating with the environment.	entailment	1
The synagogue located in Bet She'an had what kind of symbols depicted in its mosaic?	The mosaic was laid by the same masters who made the floor of the Beit Alfa synagogue.	not_entailment	1
What colony was placed under martial law?	He drove the British out of Boston but in late summer 1776 they returned to New York and nearly captured Washington's army.	not_entailment	1
Who was in charge of the construction of the Notre Dame Cathedral?	The Left Bank was the site of the University of Paris, a corporation of students and teachers formed in the mid-12th century to train scholars first in theology, and later in canon law, medicine and the arts.	not_entailment	1
In what era were many works designed for basso continuo accompaniment?	The performer and/or the conductor have a range of options for musical expression and interpretation of a scored piece, including the phrasing of melodies, the time taken during fermatas (held notes) or pauses, and the use (or choice not to use) of effects such as vibrato or glissando (these effects are possible on various stringed, brass and woodwind instruments and with the human voice).	not_entailment	1
Nearly half of Americam high school girls hope to achieve what goal with their diet?	In addition, girls may have to deal with sexual advances from older boys before they are emotionally and mentally mature.	not_entailment	1
Which battle was the largest battle of the American Revolutionary war?	After the battle, in which the Americans were defeated, leaving subsequent smaller armed engagements following in its wake, the city became the British military and political base of operations in North America.	not_entailment	1
What date did the cargo flight leave?	Approval from mainland Chinese authorities was sought, and the chartered flight departed Taipei at 17:00 CST, May 15 and arrived in Chengdu by 20:30 CST.	entailment	1
What is the alternate name of Chuck Ford Park?	It is the home of Santa Rita High School, Chuck Ford Park (Lakeside Park), Lakeside Lake, Lincoln Park (upper and lower), The Lakecrest Neighborhoods, and Pima Community College East Campus.	entailment	1
What melon is Iran a Top 5 producer in the world in 2012?	Iran has leading manufacturing industries in the fields of car-manufacture and transportation, construction materials, home appliances, food and agricultural goods, armaments, pharmaceuticals, information technology, power and petrochemicals in the Middle East.	not_entailment	1
How many children did August von Hayek and his wife have?	Hayek was the oldest of three brothers, Heinrich (1900–69) and Erich (1904–86), who were one-and-a-half and five years younger than him.	entailment	1
What author claimed Schwarzenegger is power-obsessed?	Wendy Leigh, who wrote an unofficial biography on Schwarzenegger, claims he plotted his political rise from an early age using the movie business and bodybuilding as building blocks to escape a depressing home.	entailment	1
What stopped the planned siege at St. Malo?	The troops were reembarked and moved to the Bay of St. Lunaire in Brittany where, on 3 September, they were landed to operate against St. Malo; however, this action proved impractical.	not_entailment	1
What position would the young Liu Xie eventually be promoted to?	He escorted them safely back to the capital and was made Minister of Works, taking control of Luoyang and forcing Yuan Shao to flee.	not_entailment	1
Who advised against the Duke becoming the Governor General of Canada?	One of the few stirs arose when the Canadian Prime Minister, R. B. Bennett, considered the Duke for Governor General of Canada in 1931—a proposal that King George V rejected on the advice of the Secretary of State for Dominion Affairs, J. H. Thomas.	entailment	1
Where was the radio station KMXB based in 1997?	"""In 1997, Mike Marino of KMXB in Las Vegas described the format as reaching """"an audience that has outgrown the edgier hip-hop or alternative music but hasn't gotten old and sappy enough for the soft ACs."""""""	entailment	1
In what year was Broz born?	Josip Broz was born on 7 May 1892 in Kumrovec, in the northern Croatian region of Hrvatsko Zagorje in Austria-Hungary.[nb 1]	entailment	1
Which film beat 'Saving Private Ryan' worldwide?	His next theatrical release in that same year was the World War II film Saving Private Ryan, about a group of U.S. soldiers led by Capt.	not_entailment	1
What graduate student of Holonyak created the yellow LED?	M. George Craford, a former graduate student of Holonyak, invented the first yellow LED and improved the brightness of red and red-orange LEDs by a factor of ten in 1972.	entailment	1
What was project Lantern exploring	"""The IJM used the grant money to found """"Project Lantern"""" and established an office in the Philippines city of Cebu."""	not_entailment	1
What Indian leader said that Swaraj was his birthright?	Bal Gangadhar Tilak, an Indian nationalist leader, declared Swaraj as the destiny of the nation.	entailment	1
What program is open to the residents of Ann arbor?	This program is open to all families who live within the district.	not_entailment	1
What is the most common climate across Tennessee?	Most of the state has a humid subtropical climate, with the exception of some of the higher elevations in the Appalachians, which are classified as having a mountain temperate climate or a humid continental climate due to cooler temperatures.	entailment	1
Are demand side solar technologies generally active or passive?	Passive solar techniques include selecting materials with favorable thermal properties, designing spaces that naturally circulate air, and referencing the position of a building to the Sun.	entailment	1
In classical physics, an inertial reference frame is one in which an object without force does what?	In general relativity, an inertial frame of reference is one that is following a geodesic of space-time.	not_entailment	1
Who led the team of lawyers and scientists who crafted the Endangered Species Act of 1973?	It was written by a team of lawyers and scientists, including the first appointed head of the Council on Environmental Quality (CEQ),an outgrowth of NEPA	not_entailment	1
What is gain?	It can produce a stronger output signal, a voltage or current, which is proportional to a weaker input signal; that is, it can act as an amplifier.	entailment	1
Where were Poles scattered to?	"""Although Chopin's music undoubtedly came to him intuitively rather than through any conscious patriotic design, it served all the same to symbolize the will of the Polish people ..."""""""	not_entailment	1
What does an upstream ISP provide for an ISP?	Just as their customers pay them for Internet access, ISPs themselves pay upstream ISPs for Internet access.	not_entailment	1
What cause less problems in digital terrestrial television?	Vertically polarized analog television has nevertheless been used in some rural areas.	entailment	1
Of which Washington county is Seattle the center?	Seattle (i/siˈætəl/) is a West Coast seaport city and the seat of King County.	entailment	1
When was the Treaty of Paris signed?	This was welcomed by France and the UK, where the citizens began to turn against their governments as the war dragged on.	not_entailment	1
How many forms of personal pronouns are there in Catalan?	The morphology of Catalan personal pronouns is complex, specially in unstressed forms, which are numerous (13 distinct forms, compared to 11 in Spanish or 9 in Italian).	entailment	1
Which part of the brain does short-term memory seem to rely on?	The hippocampus is essential (for learning new information) to the consolidation of information from short-term to long-term memory, although it does not seem to store information itself.	not_entailment	1
How long is the maximum cable length the USB 2.0 provides?	The USB 2.0 specification requires that cable delay be less than 5.2 ns per meter (192 000 km/s, which is close to the maximum achievable transmission speed for standard copper wire).	not_entailment	1
Which TV film Spielberg directed played off 'The Exorcist'?	He fulfilled his contract by directing the TV film-length pilot of a show called Savage, starring Martin Landau.	not_entailment	1
What did samurai become in 1873?	Emperor Meiji abolished the samurai's right to be the only armed force in favor of a more modern, western-style, conscripted army in 1873.	not_entailment	1
What may be formed between the external ectoderm and an internal endoderm layers?	It first invaginates to form a gastrula with a digestive chamber, and two separate germ layers — an external ectoderm and an internal endoderm.	not_entailment	1
What was an example of a battle that might lend itself to a pub name?	For example, a pub in Crowborough, East Sussex called The Crow and Gate has an image of a crow with gates as wings.	not_entailment	1
Who did the Lines of Communication wall fail to prevent from coming into London?	After an initial advance by the Royalists in 1642 culminating in the battles of Brentford and Turnham Green, London was surrounded by defensive perimeter wall known as the Lines of Communication.	not_entailment	1
Outside of promoting diversity, was does Eastland believe the other reason to be in favor of affirmative action is?	"""The Case for Colorblind Justice states, """"Most arguments for affirmative action fall into two categories: remedying past discrimination and promoting diversity""""."""	entailment	1
In 1936, what place did Bell receive on a list of best inventors?	The First Day of Issue ceremony was held on October 28 in Boston, Massachusetts, the city where Bell spent considerable time on research and working with the deaf.	entailment	1
Which host quit after the first season?	The first season was co-hosted by Ryan Seacrest and Brian Dunkleman.	entailment	1
What year did Michael Dell bring in Lee Walker to the company?	Walker retired in 1990 due to health, and Michael Dell hired Morton Meyerson, former CEO and president of Electronic Data Systems to transform the company from a fast-growing medium-sized firm into a billion-dollar enterprise.	not_entailment	1
What is an important goal in in this final stage?	The final stage of database design is to make the decisions that affect performance, scalability, recovery, security, and the like.	not_entailment	1
How is the circuit of the third rail divided?	"""Since each energized segment is completely covered by the lengthy articulated cars, and goes dead before being """"uncovered"""" by the passage of the vehicle, there is no danger to pedestrians."""	entailment	1
What are the two most prominent theatres in Nanjing?	Most of Nanjing's major theatres are multi-purpose, used as convention halls, cinemas, musical halls and theatres on different occasions.	not_entailment	1
What part of the system was Sony having trouble getting supplies for?	On September 6, 2006, Sony announced that PAL region PlayStation 3 launch would be delayed until March 2007, because of a shortage of materials used in the Blu-ray drive.	entailment	1
What is another name for Ibn Tufail?	Ibn Tufail wrote the first Arabic novel Hayy ibn Yaqdhan (Philosophus Autodidactus) as a response to Al-Ghazali's The Incoherence of the Philosophers, and then Ibn al-Nafis also wrote a novel Theologus Autodidactus as a response to Ibn Tufail's Philosophus Autodidactus.	not_entailment	1
